sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
CO,COBK,REFBK,Company Code of FI Document,CO_REFBK,BUKRS,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,company_code.id,0.60,company_code.id:0.60 | supplier.intercompany_code:0.60 | company.id:0.50,company code,0.55,company code:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,REFGJ,Fiscal Year of Reference Document,CO_REFGJ,GJAHR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | fiscal_year.id:0.60,activity id,0.55,activity id:0.55 | company id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,BLART,Document Type of FI Reference Document,CO_REFBA,BLART,CO Document Header Header for CO postings (linked to COEP). CO Controlling,document.type,,document.type,1.00,document.type:1.00 | activity id:0.60 | company.id:0.60,document type,1.00,document type:1.00 | document.type:1.00 | purchase_order.document_type:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COBK,LDGRP,Ledger Group,FAGL_LDGRP,FAGL_LDGRP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,ORGVG,Original CO Business Transaction,CO_ORGVG,ACTIVITY,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,SUMBZ,Number of Posting Lines for Local Objects,CO_SUMBZ,BUZEI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,account.owner_employee_id,1.00,account.owner_employee_id:1.00,account.owner_employee_id,1.00,account.owner_employee_id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,DELBZ,Number of Deleted Line Items,CO_DELBZ,BUZEI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,account.owner_employee_id,1.00,account.owner_employee_id:1.00 | purchase_order.line_item_number:0.50 | sales_order.line_item_number:0.50,account.owner_employee_id,1.00,account.owner_employee_id:1.00 | line number:0.55 | po line number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,WSDAT,Value Date for Currency Translation,WSDAT,DATUM,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,invoice.amount,0.60,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price,0.55,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,KURST,Exchange Rate Type,KURST,KURST,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,exchange_rate.rate,0.60,exchange_rate.rate:0.60,exchange rate type,1.00,exchange rate type:1.00 | exchange rate:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,VARNR,CO actual postings fast input: Variant,CO_VARNR,VARNR_021F,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,KWAER,Controlling area currency,KWAER,WAERS,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,CTYP1,Currency Type 1 in CO Standard Ledger,CO_CTYP1,CURTP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,CTYP2,Currency Type 2 in CO Standard Ledger,CO_CTYP2,CURTP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,CTYP3,Currency Type 3 in CO Standard Ledger,CO_CTYP3,CURTP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,CTYP4,Currency Type 4 in CO Standard Ledger,CO_CTYP4,CURTP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,AWTYP,Reference procedure,AWTYP,AWTYP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,0.55,activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,AWORG,Reference Organizational Units,AWORG,AWORG,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,0.55,activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,LOGSYSTEM,Logical System,LOGSYSTEM,LOGSYS,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,profit_center.id,1.00,profit_center.id:1.00,profit_center.id,1.00,profit_center.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,CPUTM,Time of Entry,CPUTM,UZEIT,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,ALEBZ,Number of Posting Rows Sent to External Systems,CO_ALEBZ,BUZEI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,account.owner_employee_id,1.00,account.owner_employee_id:1.00,account.owner_employee_id,1.00,account.owner_employee_id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,ALEBN,For ALE: CO Document Number in Generating System,CO_ALEBN,BELNR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,account.owner_employee_id,1.00,account.owner_employee_id:1.00 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,1.00,account.owner_employee_id:1.00 | document number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,AWSYS,Logical system of source document,AWSYS,LOGSYS,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,audit.source_system,1.00,audit.source_system:1.00,audit.source_system,1.00,audit.source_system:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,AWREF_REV,Reversal: Reference Document No. of Document to Be Reversed,AWREF_REV,AWREF,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,account.owner_employee_id,0.60,account.owner_employee_id:0.60 | activity id:0.60 | company.id:0.60,account.owner_employee_id,0.55,account.owner_employee_id:0.55 | activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,AWORG_REV,Reversal: Reference Organizations of Document to Be Reversed,AWORG_REV,AWORG,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,0.55,activity id:0.55 | company.id:0.55 | document id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,AWKEY,Reference Key,AWKEY,AWKEY,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,0.55,activity id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,VALDT,Special Valuation Date for Cost Accounting,CO_VALDT,DATUM,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,invoice.amount,1.00,invoice.amount:1.00,invoice.amount,1.00,invoice.amount:1.00 | document date:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,KOKRS_SENDER,Controlling Area in Sender System,KOKRS_SENDER,CACCD,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,BELNR_SENDER,CO Document Number of Controlling Document in Sender System,COBELNR_SENDER,CO_BELNR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,account.owner_employee_id,1.00,account.owner_employee_id:1.00 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,1.00,account.owner_employee_id:1.00 | document number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,LOGSYSTEM_SENDER,Logical System of the Sender,LOGSYSTEM_SENDER,LOGSYS,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,REPROCESSING_STATUS_CODE,Reprocessing status code,FINS_REPROCESSING_STATUS_CODE,FINS_REPROCESSING_STATUS_CODE,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,status code,0.70,status code:0.70,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
CO,COEP,MANDT,Client,MANDT,MANDT,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,contact.role,0.90,contact.role:0.90 | account.id:0.80 | activity id:0.80,client id,1.00,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COEP,KOKRS,Controlling Area,KOKRS,CACCD,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,picking.quantity,1.00,picking.quantity:1.00,picking.quantity,1.00,picking.quantity:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COEP,BELNR,Document Number,CO_BELNR,CO_BELNR,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,accounting.document_number,account.owner_employee_id,accounting.document_number,1.00,accounting.document_number:1.00 | journal_entry.id:1.00 | account.owner_employee_id:0.90,accounting.document_number,1.00,accounting.document_number:1.00 | document number:1.00 | journal entry id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COEP,BUZEI,Posting Row,CO_BUZEI,BUZEI,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,journal_entry.line_item_number,,journal_entry.line_item_number,1.00,journal_entry.line_item_number:1.00,journal_entry.line_item_number,1.00,journal_entry.line_item_number:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COEP,PERIO,Period,CO_PERIO,PERBL,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,fiscal_period.id,0.70,fiscal_period.id:0.70,fiscal period,0.90,fiscal period:0.90 | posting period:0.90,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COEP,WTGBTR,Total Value in Transaction Currency,WTGXXX,AFLE15D2O21S_TO_23D2O31S,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,exchange_rate.to_currency_code,0.60,exchange_rate.to_currency_code:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,currency price,0.55,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COEP,WOGBTR,Total Value in Object Currency,WOGXXX,AFLE15D2O21S_TO_23D2O31S,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,exchange_rate.to_currency_code,0.60,exchange_rate.to_currency_code:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,currency price,0.55,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COEP,WKGBTR,Total Value in Controlling Area Currency,WKGXXX,AFLE15D2O21S_TO_23D2O31S,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,exchange_rate.to_currency_code,0.60,exchange_rate.to_currency_code:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,currency price,0.55,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COEP,WKFBTR,Fixed Value in Controlling Area Currency,WKFXXX,AFLE15D2O21S_TO_23D2O31S,CO Object: Line Items (by Period) Actual line items in Controlling. CO Controlling,,,exchange_rate.to_currency_code,0.60,exchange_rate.to_currency_code:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,currency price,0.55,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
