sap_module,sap_table,sap_field,sap_description,classification_bucket,description_canonical_concept_id,top_canonical_concept_id,top_canonical_matches,top_knowledge_matches,review_reason
SD,VBKD,TRMTYP,Means of Transport,unmapped,,,,,unmapped
SD,VBKD,SDABW,Special Processing Indicator,unmapped,,,,,unmapped
SD,VBKD,WMINR,Product Catalog Number,weak_canonical_candidate,,product.id,product.id:0.60,catalog number:0.55,weak_canonical_candidate
SD,VBKD,FKBER,Functional Area,unmapped,,,,,unmapped
SD,VBKD,PODKZ,Relevant for POD processing,unmapped,,,,,unmapped
SD,VBKD,CAMPAIGN,Generic project planning: GUID from external R/3 system,weak_canonical_candidate,,system.guid,system.guid:0.60,,weak_canonical_candidate
SD,VBKD,VKONT,Contract Account Number,weak_canonical_candidate,,account.id,account.id:0.60 | contract.id:0.60 | supplier_bank_account.account_number:0.60,account number:0.55 | bank account employee:0.55 | contract number:0.55,weak_canonical_candidate
SD,VBKD,DPBP_REF_FPLNR,Billing Plan Number / Invoicing Plan Number,unmapped,,,,,unmapped
SD,VBKD,DPBP_REF_FPLTR,Item for billing plan/invoice plan/payment cards,unmapped,,,,,unmapped
SD,VBKD,REVSP,Revenue Distribution Type,unmapped,,,,,unmapped
SD,VBKD,REVEVTYP,Revenue Event Type (Customizing),weak_canonical_candidate,,account.type,account.type:0.60 | sourcing_event.type:0.60,customer type:0.55,weak_canonical_candidate
SD,VBKD,FARR_RELTYPE,Revenue Accounting Type,unmapped,,,,,unmapped
SD,VBKD,VTREF,Reference Specifications from Contract,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | contract.id:0.60,activity id:0.55 | company.id:0.55 | contract number:0.55,weak_canonical_candidate
SD,VBKD,_DATAAGING,Data Filter Value for Data Aging,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
SD,VBKD,J_1TPBUPL,Branch Code,weak_canonical_candidate,,bank_account.routing_number,bank_account.routing_number:0.70,branch code:0.90,weak_canonical_candidate
SD,VBKD,INCOV,Incoterms Version,unmapped,,,,,unmapped
SD,VBKD,INCO2_L,Incoterms Location 1,weak_canonical_candidate,,incoterm.location,incoterm.location:0.60,,weak_canonical_candidate
SD,VBKD,INCO3_L,Incoterms Location 2,weak_canonical_candidate,,incoterm.location,incoterm.location:0.60,,weak_canonical_candidate
SD,VBKD,INCO2_KEY,Incoterm Location 1 - Place of Destination,weak_canonical_candidate,,activity id,activity id:0.60 | address.city:0.60 | address.country:0.60,activity id:0.55 | address.city:0.55 | address.country:0.55,weak_canonical_candidate
SD,VBKD,INCO3_KEY,Incoterm Location 2 - Place of Delivery,weak_canonical_candidate,,activity id,activity id:0.60 | address.city:0.60 | address.country:0.60,activity id:0.55 | address.city:0.55 | address.country:0.55,weak_canonical_candidate
SD,VBKD,INCO4_KEY,Incoterm - Deviating Place of Destination,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | incoterm.code:0.60,activity id:0.55 | company.id:0.55 | destination:0.55,weak_canonical_candidate
SD,VBKD,PACKNO,Package number,unmapped,,,,,unmapped
SD,VBKD,PEROP_BEG,Period of Performance Start Date,weak_canonical_candidate,,absence.start_date,absence.start_date:0.60 | employee.position:0.60 | validity.start_date:0.60,absence start date:0.55 | absence.start_date:0.55 | address valid from:0.55,weak_canonical_candidate
SD,VBKD,PEROP_END,Period of Performance End Date,weak_canonical_candidate,,absence.end_date,absence.end_date:0.60 | employee.position:0.60 | accounting.posting_date:0.50,absence end date:0.55 | absence.end_date:0.55 | address valid to:0.55,weak_canonical_candidate
SD,VBKD,STCODE,LST CST applicability code,unmapped,,,,,unmapped
SD,VBKD,FORMC1,Form Type,unmapped,,,,,unmapped
SD,VBKD,FORMC2,Form Type,unmapped,,,,,unmapped
SD,VBKD,STEUC,Control code for consumption taxes in foreign trade,unmapped,,,,,unmapped
SD,VBKD,COMPREAS,Abbreviation for Complaints Reason,unmapped,,,,,unmapped
SD,VBKD,MNDID,Unique Reference to Mandate for each Payee,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55 | guid:0.55,weak_canonical_candidate
SD,VBKD,SEPON,SEPA-Relevance,unmapped,,,,,unmapped
SD,VBKD,MNDVG,SEPA-Relevance,unmapped,,,,,unmapped
SD,LIKP,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
SD,LIKP,ERZET,Entry time,unmapped,,,,,unmapped
SD,LIKP,BZIRK,Sales District,unmapped,,,,,unmapped
SD,LIKP,LFART,Delivery Type,unmapped,,,,,unmapped
SD,LIKP,AUTLF,Complete Delivery Defined for Each Sales Order?,weak_canonical_candidate,,sales_order.id,sales_order.id:0.60,,weak_canonical_candidate
SD,LIKP,KZAZU,Order Combination Indicator,unmapped,,,,,unmapped
SD,LIKP,LDDAT,Loading Date,knowledge_only,,,,loading date:0.90,knowledge_only
SD,LIKP,TDDAT,Transportation Planning Date,unmapped,,,,,unmapped
SD,LIKP,LFDAT,Delivery Date,knowledge_only,,,,delivery date:1.00,knowledge_only
SD,LIKP,ABLAD,Unloading Point,unmapped,,,,,unmapped
SD,LIKP,EXPKZ,Export indicator,unmapped,,,,,unmapped
SD,LIKP,FAKSK,Billing Block in SD Document,unmapped,,,,,unmapped
SD,LIKP,LIFSK,Delivery Block (Document Header),unmapped,,,,,unmapped
SD,LIKP,VBTYP,SD Document Category,weak_canonical_candidate,,document.type,document.type:0.60,,weak_canonical_candidate
SD,LIKP,KNFAK,Customer Factory Calendar,unmapped,,,,,unmapped
SD,LIKP,TPQUA,not currently in use,unmapped,,,,,unmapped
SD,LIKP,TPGRP,not currently in use,unmapped,,,,,unmapped
SD,LIKP,LPRIO,Delivery Priority,unmapped,,,,,unmapped
SD,LIKP,VSBED,Shipping Conditions,unmapped,,,,,unmapped
SD,LIKP,KUNAG,Sold-to Party,weak_canonical_candidate,,customer.id,customer.id:0.70,sold to party:0.90,weak_canonical_candidate
SD,LIKP,STZKL,Not Currently in Use,unmapped,,,,,unmapped
SD,LIKP,STZZU,not currently in use,unmapped,,,,,unmapped
SD,LIKP,BTGEW,Total Weight,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
SD,LIKP,ANZPK,Total Number of Packages in Delivery,weak_canonical_candidate,,delivery.id,delivery.id:0.60 | invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
SD,LIKP,BEROT,Picked Items Location,unmapped,,,,,unmapped
SD,LIKP,LFUHR,Time of delivery,unmapped,,,,,unmapped
SD,LIKP,GRULG,Weight Group for Delivery,unmapped,,,,,unmapped
SD,LIKP,TRAGR,Transportation Group,unmapped,,,,,unmapped
SD,LIKP,FKARV,Proposed billing type for a delivery-related billing doc.,weak_canonical_candidate,,document.type,document.type:0.50,document type:0.55,weak_canonical_candidate
SD,LIKP,FKDAT,Billing Date,knowledge_only,,,,ar invoice date:1.00 | invoice date:1.00,knowledge_only
SD,LIKP,PERFK,Invoice Dates (Calendar Identification),unmapped,,,,,unmapped
SD,LIKP,STAFO,Update Group for statistics update,unmapped,,,,,unmapped
SD,LIKP,KALSM,"Procedure (Pricing, Output Control, Acct. Det., Costing,...)",unmapped,,,,,unmapped
SD,LIKP,KNUMV,Number of the Document Condition,weak_canonical_candidate,,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id:0.55 | document number:0.55,weak_canonical_candidate
SD,LIKP,WAERK,SD Document Currency,weak_canonical_candidate,,accounting.document_currency_code,accounting.document_currency_code:0.60,,weak_canonical_candidate
SD,LIKP,VKBUR,Sales Office,knowledge_only,,,,sales rep:1.00,knowledge_only
SD,LIKP,VBEAK,Shipping processing time for the entire document,weak_canonical_candidate,,route.id,route.id:0.50,run time:0.55,weak_canonical_candidate
SD,LIKP,ZUKRL,Combination criteria for delivery,unmapped,,,,,unmapped
SD,LIKP,VERUR,Distribution delivery,unmapped,,,,,unmapped
SD,LIKP,COMMN,Communication number for Q-API interface,unmapped,,,,,unmapped
SD,LIKP,STWAE,Statistics Currency,unmapped,,,,,unmapped
SD,LIKP,STCUR,Exchange rate for statistics,weak_canonical_candidate,,exchange_rate.rate,exchange_rate.rate:0.60,exchange rate:0.55,weak_canonical_candidate
SD,LIKP,EXNUM,Number of foreign trade data in MM and SD documents,unmapped,,,,,unmapped
SD,LIKP,LISPL,Delivery Within one Warehouse,unmapped,,,,,unmapped
SD,LIKP,VKOIV,Sales Organization for Intercompany Billing,weak_canonical_candidate,,sales_organization.id,sales_organization.id:0.60,sales organization:0.55,weak_canonical_candidate
SD,LIKP,VTWIV,Distribution channel for intercompany billing,weak_canonical_candidate,,distribution_channel.id,distribution_channel.id:0.60,,weak_canonical_candidate
SD,LIKP,SPAIV,Division for intercompany billing,unmapped,,,,,unmapped
SD,LIKP,FKAIV,Billing type for intercompany billing,unmapped,,,,,unmapped
SD,LIKP,PIOIV,Date for intercompany billing,unmapped,,,,,unmapped
SD,LIKP,FKDIV,Billing Date for Intercompany Billing,unmapped,,,,,unmapped
SD,LIKP,KUNIV,Customer number for intercompany billing,weak_canonical_candidate,,customer.bill_to_party_id,customer.bill_to_party_id:0.60 | customer.id:0.60,customer number:0.55,weak_canonical_candidate
SD,LIKP,KKBER,Credit Control Area,unmapped,,,,,unmapped
SD,LIKP,KNKLI,Customer's Account Number with Credit Limit Reference,weak_canonical_candidate,,account.id,account.id:0.60 | activity id:0.60 | company.id:0.60,account number:0.55 | account owner:0.55 | activity id:0.55,weak_canonical_candidate
SD,LIKP,GRUPP,Customer Credit Group,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,LIKP,SBGRP,Credit Representative Group for Credit Management,unmapped,,,,,unmapped
SD,LIKP,CTLPC,Credit Management: Risk Category,unmapped,,,,,unmapped
SD,LIKP,CMWAE,Currency key of credit control area,weak_canonical_candidate,,activity id,activity id:0.60 | bank_account.currency_code:0.60 | company.id:0.60,activity id:0.55 | company.id:0.55 | compensation.base_salary:0.55,weak_canonical_candidate
SD,LIKP,AMTBL,Released Credit Value of the Document,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,credit amount:0.55 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate
SD,LIKP,BOLNR,Bill of Lading,knowledge_only,,,,bill of lading:0.90,knowledge_only
SD,LIKP,TRATY,Means-of-Transport Type,knowledge_only,,,,vehicle type:0.55,knowledge_only
SD,LIKP,TRAID,Means of Transport ID,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,LIKP,CMFRE,Release date of the document determined by credit management,weak_canonical_candidate,,approval.approved_date,approval.approved_date:0.60,document date:0.55 | issue date:0.55,weak_canonical_candidate
SD,LIKP,CMNGV,Next date,unmapped,,,,,unmapped
SD,LIKP,XABLN,Goods Receipt/Issue Slip Number,weak_canonical_candidate,,goods_receipt.id,goods_receipt.id:0.60,goods issue:0.55 | goods receipt:0.55 | receipt number:0.55,weak_canonical_candidate
SD,LIKP,BLDAT,Document Date in Document,knowledge_only,,,,ap invoice date:1.00 | document date:1.00 | issue date:1.00,knowledge_only
SD,LIKP,WADAT_IST,Actual Goods Movement Date,weak_canonical_candidate,,inventory_transaction.date,inventory_transaction.date:0.60 | accounting.posting_date:0.50 | goods_receipt.date:0.50,movement date:0.55,weak_canonical_candidate
SD,LIKP,TRSPG,Shipment Blocking Reason,weak_canonical_candidate,,reason.code,reason.code:0.60,,weak_canonical_candidate
SD,LIKP,TPSID,ID for External Transport System,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | external_reference.id:0.60,activity id:0.55 | company.id:0.55 | external id:0.55,weak_canonical_candidate
SD,LIKP,LIFEX,External Identification of Delivery Note,knowledge_only,,,,delivery instructions:0.55,knowledge_only
SD,LIKP,TERNR,Order Number,unmapped,,,,,unmapped
SD,LIKP,KALSM_CH,Search Procedure for Batch Determination,unmapped,,,,,unmapped
SD,LIKP,KLIEF,Correction delivery,unmapped,,,,,unmapped
SD,LIKP,KALSP,Shipping: Pricing procedure,unmapped,,,,,unmapped
SD,LIKP,KNUMP,Number of document condition - pricing,weak_canonical_candidate,,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id:0.55 | document number:0.55,weak_canonical_candidate
SD,LIKP,NETWR,Net Value of the Sales Order in Document Currency,weak_canonical_candidate,,accounting.document_currency_code,accounting.document_currency_code:0.60 | invoice.amount:0.60 | net_price_amount:0.60,ar invoice amount:1.00 | line total:1.00 | net amount:1.00,weak_canonical_candidate
SD,LIKP,AULWE,Route Schedule,unmapped,,,,,unmapped
SD,LIKP,LCNUM,Financial doc. processing: Internal financial doc. number,unmapped,,,,,unmapped
SD,LIKP,ABSSC,Payment Guarantee Procedure,unmapped,,,,,unmapped
SD,LIKP,KOUHR,"Picking Time (Local Time, with Reference to a Plant)",weak_canonical_candidate,,activity id,activity id:0.60 | address.city:0.60 | company.id:0.60,activity id:0.55 | address.city:0.55 | company.id:0.55,weak_canonical_candidate
SD,LIKP,TDUHR,"Transp. Planning Time (Local, Relating to a Shipping Point)",weak_canonical_candidate,,shipping_point.id,shipping_point.id:0.60,,weak_canonical_candidate
SD,LIKP,LDUHR,Loading Time (Local Time Relating to a Shipping Point),weak_canonical_candidate,,shipping_point.id,shipping_point.id:0.60,,weak_canonical_candidate
SD,LIKP,WAUHR,"Time of Goods Issue (Local, Relating to a Plant)",knowledge_only,,,,goods issue:0.55,knowledge_only
SD,LIKP,LGTOR,Door for Warehouse Number,unmapped,,,,,unmapped
SD,LIKP,LGBZO,Staging Area for Warehouse Complex,unmapped,,,,,unmapped
SD,LIKP,AKWAE,Currency key for letter-of-credit procg in foreign trade,weak_canonical_candidate,,activity id,activity id:0.60 | bank_account.currency_code:0.60 | company.id:0.60,activity id:0.55 | company.id:0.55 | compensation.base_salary:0.55,weak_canonical_candidate
SD,LIKP,AKKUR,Exchange rate for letter-of-credit procg in foreign trade,weak_canonical_candidate,,exchange_rate.rate,exchange_rate.rate:0.60,exchange rate:0.55,weak_canonical_candidate
SD,LIKP,AKPRZ,Depreciation percentage for financial document processing,unmapped,,,,,unmapped
SD,LIKP,PROLI,Dangerous Goods Management Profile in SD Documents,knowledge_only,,,,hazardous material:0.55,knowledge_only
SD,LIKP,TSEGFL,Time segment exists,unmapped,,,,,unmapped
SD,LIKP,TSEGTP,Event group time segment delivery header,unmapped,,,,,unmapped
SD,LIKP,TZONIS,Time zone of delivering location,knowledge_only,,,,timezone:0.55,knowledge_only
SD,LIKP,TZONRC,Time zone of recipient location,knowledge_only,,,,timezone:0.55,knowledge_only
SD,LIKP,CONT_DG,Indicator: Document contains dangerous goods,knowledge_only,,,,hazardous material:0.55,knowledge_only
SD,LIKP,VERURSYS,Distribution delivery: Original system,unmapped,,,,,unmapped
SD,LIKP,KZWAB,Indicator for controlling goods movement,unmapped,,,,,unmapped
SD,LIKP,TCODE,Transaction Code,unmapped,,,,,unmapped
SD,LIKP,VSART,Shipping Type,strong_canonical_candidate,,shipment.carrier,shipment.carrier:0.80,shipping method:1.00,strong_canonical_candidate
SD,LIKP,TRMTYP,Means of Transport,unmapped,,,,,unmapped
SD,LIKP,SDABW,Special Processing Indicator,unmapped,,,,,unmapped
SD,LIKP,XWOFF,Calculation of val. open,unmapped,,,,,unmapped
SD,LIKP,DIRTA,Automatic TO Creation Immediately After TR Generation,unmapped,,,,,unmapped
SD,LIKP,PRVBE,Production Supply Area,unmapped,,,,,unmapped
SD,LIKP,FOLAR,Delivery Type,unmapped,,,,,unmapped
SD,LIKP,PODAT,Date (Proof of Delivery),knowledge_only,,,,delivery date:0.55,knowledge_only
SD,LIKP,POTIM,Confirmation Time,unmapped,,,,,unmapped
SD,LIKP,VGANZ,Number of Delivery Items with Precedessor in Other System,weak_canonical_candidate,,delivery.id,delivery.id:0.60,,weak_canonical_candidate
SD,LIKP,IMWRK,Delivery has Status 'In Plant',weak_canonical_candidate,,delivery.status,delivery.status:0.60,,weak_canonical_candidate
SD,LIKP,SPE_LOEKZ,Document deletion indicator,unmapped,,,,,unmapped
SD,LIKP,SPE_LOC_SEQ,Sequence of Intermediate Locations in Returns Process,unmapped,,,,,unmapped
SD,LIKP,SPE_ACC_APP_STS,Delivery Confirmation Status,weak_canonical_candidate,,account.status,account.status:0.60 | delivery.status:0.60 | supplier.region_code:0.50,account status:0.55,weak_canonical_candidate
SD,LIKP,SPE_SHP_INF_STS,Shipment Information Status,weak_canonical_candidate,,delivery.status,delivery.status:0.60 | shipment.status:0.60,,weak_canonical_candidate
SD,LIKP,SPE_RET_CANC,Returns: Flag showing that an ASN is cancelled,unmapped,,,,,unmapped
SD,LIKP,SPE_WAUHR_IST,"Time of Goods Issue (Local, Relating to a Plant)",knowledge_only,,,,goods issue:0.55,knowledge_only
SD,LIKP,SPE_WAZONE_IST,Time Zone,knowledge_only,,,,timezone:0.90,knowledge_only
SD,LIKP,SPE_REV_VLSTK,Distribution Status (Decentralized Warehouse Processing),unmapped,,,,,unmapped
SD,LIKP,SPE_LE_SCENARIO,Scenario Logistic Execution,unmapped,,,,,unmapped
SD,LIKP,SPE_ORIG_SYS,Original System Type,unmapped,,,,,unmapped
SD,LIKP,SPE_CHNG_SYS,Last Changer's System Type,unmapped,,,,,unmapped
SD,LIKP,SPE_GEOROUTE,Description of a Geographical Route,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | route.id:0.60,activity id:0.55 | company.id:0.55 | route:0.55,weak_canonical_candidate
SD,LIKP,SPE_GEOROUTEIND,Change Indicator for the Route,unmapped,,,,,unmapped
SD,LIKP,SPE_CARRIER_IND,Change Indicator for the Carrier,unmapped,,,,,unmapped
SD,LIKP,SPE_GTS_REL,Goods Traffic Type,unmapped,,,,,unmapped
SD,LIKP,SPE_GTS_RT_CDE,Route Code for SAP Global Trade Services,weak_canonical_candidate,,route.id,route.id:0.60,,weak_canonical_candidate
SD,LIKP,SPE_REL_TMSTMP,Release Time Stamp,unmapped,,,,,unmapped
SD,LIKP,SPE_UNIT_SYSTEM,Measurement Unit System,unmapped,,,,,unmapped
SD,LIKP,SPE_INV_BFR_GI,Invoice Creation Before Goods Issue,knowledge_only,,,,goods issue:0.55,knowledge_only
SD,LIKP,SPE_QI_STATUS,Status of Quality Inspection for Returns Deliveries,weak_canonical_candidate,,quality_inspection.status,quality_inspection.status:0.60,quality status:0.55,weak_canonical_candidate
SD,LIKP,SPE_RED_IND,SPE indicator if redirecting has occured,unmapped,,,,,unmapped
SD,LIKP,SAKES,SAP Global Trade Services: Storage Status of Delivery,weak_canonical_candidate,,delivery.status,delivery.status:0.60,,weak_canonical_candidate
SD,LIKP,SPE_LIFEX_TYPE,Type of External Identification,unmapped,,,,,unmapped
SD,LIKP,SPE_TTYPE,Means of Transport,unmapped,,,,,unmapped
SD,LIKP,SPE_PRO_NUMBER,Partner Identification : Progressive Identification Number,unmapped,,,,,unmapped
SD,LIKP,LOC_GUID,Akkreditiv (GUID),unmapped,,,,,unmapped
SD,LIKP,SPE_BILLING_IND,EWM Billing Indicator,unmapped,,,,,unmapped
SD,LIKP,PRINTER_PROFILE,Description of Print Profile,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,LIKP,MSR_ACTIVE,Advanced Returns Management Active,unmapped,,,,,unmapped
SD,LIKP,PRTNR,Confirmation number,unmapped,,,,,unmapped
SD,LIKP,STGE_LOC_CHANGE,Temporary Change of Storage Locations in Delivery,unmapped,,,,,unmapped
